
 Nodal results 
Node x:0.0, y:0.0, Vector potential = 0

 Nodal results 
Node x:2.0, y:0.0, Vector potential = 2.00779843842539e-006
Node x:2.0, y:0.0, Bx = 3.56109771085321e-005
Node x:2.0, y:0.0, By = 0.001661378200290984
Node x:2.0, y:0.0, Sigma = 0
Node x:2.0, y:0.0, E = 1.098744319595875
Node x:2.0, y:0.0, Hx = 28.33831517577607
Node x:2.0, y:0.0, Hy = 1322.082764607135
Node x:2.0, y:0.0, Je = 0
Node x:2.0, y:0.0, Js = 0
Node x:2.0, y:0.0, Mux = 1
Node x:2.0, y:0.0, Muy = 1
Node x:2.0, y:0.0, Pe = 0
Node x:2.0, y:0.0, Ph = 0

 Nodal results 
Node x:2.0, y:0.5, Vector potential = 1.971646872636196e-006
Node x:2.0, y:0.5, Bx = 0.0001061198621496557
Node x:2.0, y:0.5, By = 0.001626749002345529
Node x:2.0, y:0.5, Sigma = 0
Node x:2.0, y:0.5, E = 1.057414994086723
Node x:2.0, y:0.5, Hx = 84.44750310674112
Node x:2.0, y:0.5, Hy = 1294.525724465501
Node x:2.0, y:0.5, Je = 0
Node x:2.0, y:0.5, Js = 0
Node x:2.0, y:0.5, Mux = 1
Node x:2.0, y:0.5, Muy = 1
Node x:2.0, y:0.5, Pe = 0
Node x:2.0, y:0.5, Ph = 0

 Nodal results 
Node x:2.0, y:1.0, Vector potential = 1.874630357130222e-006
Node x:2.0, y:1.0, Bx = 0.0001803630130996996
Node x:2.0, y:1.0, By = 0.001550973278791543
Node x:2.0, y:1.0, Sigma = 0
Node x:2.0, y:1.0, E = 0.9700688459856154
Node x:2.0, y:1.0, Hx = 143.5283254288273
Node x:2.0, y:1.0, Hy = 1234.225319615591
Node x:2.0, y:1.0, Je = 0
Node x:2.0, y:1.0, Js = 0
Node x:2.0, y:1.0, Mux = 1
Node x:2.0, y:1.0, Muy = 1
Node x:2.0, y:1.0, Pe = 0
Node x:2.0, y:1.0, Ph = 0

 Nodal results 
Node x:2.0, y:1.5, Vector potential = 1.750805676368941e-006
Node x:2.0, y:1.5, Bx = 0.000218901272053508
Node x:2.0, y:1.5, By = 0.00143877023768048
Node x:2.0, y:1.5, Sigma = 0
Node x:2.0, y:1.5, E = 0.8427164965680887
Node x:2.0, y:1.5, Hx = 174.1960974820978
Node x:2.0, y:1.5, Hy = 1144.936976501747
Node x:2.0, y:1.5, Je = 0
Node x:2.0, y:1.5, Js = 0
Node x:2.0, y:1.5, Mux = 1
Node x:2.0, y:1.5, Muy = 1
Node x:2.0, y:1.5, Pe = 0
Node x:2.0, y:1.5, Ph = 0

 Nodal results 
Node x:2.0, y:2.0, Vector potential = 1.604547638150175e-006
Node x:2.0, y:2.0, Bx = 0.0002636745843190325
Node x:2.0, y:2.0, By = 0.001310466493656076
Node x:2.0, y:2.0, Sigma = 0
Node x:2.0, y:2.0, E = 0.7109637190587452
Node x:2.0, y:2.0, Hx = 209.8255673103739
Node x:2.0, y:2.0, Hy = 1042.836101108342
Node x:2.0, y:2.0, Je = 0
Node x:2.0, y:2.0, Js = 0
Node x:2.0, y:2.0, Mux = 1
Node x:2.0, y:2.0, Muy = 1
Node x:2.0, y:2.0, Pe = 0
Node x:2.0, y:2.0, Ph = 0

 Nodal results 
Node x:2.0, y:2.5, Vector potential = 1.408212462360824e-006
Node x:2.0, y:2.5, Bx = 0.0003010390517736966
Node x:2.0, y:2.5, By = 0.001150828225744267
Node x:2.0, y:2.5, Sigma = 0
Node x:2.0, y:2.5, E = 0.5630225939085375
Node x:2.0, y:2.5, Hx = 239.5592657674041
Node x:2.0, y:2.5, Hy = 915.8000038843787
Node x:2.0, y:2.5, Je = 0
Node x:2.0, y:2.5, Js = 0
Node x:2.0, y:2.5, Mux = 1
Node x:2.0, y:2.5, Muy = 1
Node x:2.0, y:2.5, Pe = 0
Node x:2.0, y:2.5, Ph = 0

 Nodal results 
Node x:2.0, y:3.0, Vector potential = 1.231866398498492e-006
Node x:2.0, y:3.0, Bx = 0.000321331462894731
Node x:2.0, y:3.0, By = 0.0009810250970507949
Node x:2.0, y:3.0, Sigma = 0
Node x:2.0, y:3.0, E = 0.424014292906454
Node x:2.0, y:3.0, Hx = 255.7074534532319
Node x:2.0, y:3.0, Hy = 780.6749674642018
Node x:2.0, y:3.0, Je = 0
Node x:2.0, y:3.0, Js = 0
Node x:2.0, y:3.0, Mux = 1
Node x:2.0, y:3.0, Muy = 1
Node x:2.0, y:3.0, Pe = 0
Node x:2.0, y:3.0, Ph = 0

 Nodal results 
Node x:2.0, y:3.5, Vector potential = 1.031782292238525e-006
Node x:2.0, y:3.5, Bx = 0.0003365740004080074
Node x:2.0, y:3.5, By = 0.000812204123631141
Node x:2.0, y:3.5, Sigma = 0
Node x:2.0, y:3.5, E = 0.3075500555867922
Node x:2.0, y:3.5, Hx = 267.8370794057399
Node x:2.0, y:3.5, Hy = 646.3315053775848
Node x:2.0, y:3.5, Je = 0
Node x:2.0, y:3.5, Js = 0
Node x:2.0, y:3.5, Mux = 1
Node x:2.0, y:3.5, Muy = 1
Node x:2.0, y:3.5, Pe = 0
Node x:2.0, y:3.5, Ph = 0

 Nodal results 
Node x:2.0, y:4.0, Vector potential = 7.976942466646536e-007
Node x:2.0, y:4.0, Bx = 0.0003312034473220196
Node x:2.0, y:4.0, By = 0.000636992862555911
Node x:2.0, y:4.0, Sigma = 0
Node x:2.0, y:4.0, E = 0.2050932788327003
Node x:2.0, y:4.0, Hx = 263.5633290518779
Node x:2.0, y:4.0, Hy = 506.9028139501476
Node x:2.0, y:4.0, Je = 0
Node x:2.0, y:4.0, Js = 0
Node x:2.0, y:4.0, Mux = 1
Node x:2.0, y:4.0, Muy = 1
Node x:2.0, y:4.0, Pe = 0
Node x:2.0, y:4.0, Ph = 0

 Nodal results 
Node x:2.0, y:4.5, Vector potential = 6.091569008492824e-007
Node x:2.0, y:4.5, Bx = 0.0003167425768249186
Node x:2.0, y:4.5, By = 0.0004615120701417579
Node x:2.0, y:4.5, Sigma = 0
Node x:2.0, y:4.5, E = 0.1246657688506341
Node x:2.0, y:4.5, Hx = 252.055733946751
Node x:2.0, y:4.5, Hy = 367.2596362981714
Node x:2.0, y:4.5, Je = 0
Node x:2.0, y:4.5, Js = 0
Node x:2.0, y:4.5, Mux = 1
Node x:2.0, y:4.5, Muy = 1
Node x:2.0, y:4.5, Pe = 0
Node x:2.0, y:4.5, Ph = 0

 Nodal results 
Node x:2.0, y:5.0, Vector potential = 4.140622586955932e-007
Node x:2.0, y:5.0, Bx = 0.0003143414024043683
Node x:2.0, y:5.0, By = 0.0003057339175079855
Node x:2.0, y:5.0, Sigma = 0
Node x:2.0, y:5.0, E = 0.07650727146333264
Node x:2.0, y:5.0, Hx = 250.144940055469
Node x:2.0, y:5.0, Hy = 243.2953212112283
Node x:2.0, y:5.0, Je = 0
Node x:2.0, y:5.0, Js = 0
Node x:2.0, y:5.0, Mux = 1
Node x:2.0, y:5.0, Muy = 1
Node x:2.0, y:5.0, Pe = 0
Node x:2.0, y:5.0, Ph = 0

 Nodal results 
Node x:2.5, y:0.0, Vector potential = 3.210673114543357e-006
Node x:2.5, y:0.0, Bx = 6.208496146184396e-005
Node x:2.5, y:0.0, By = 0.001748619166592811
Node x:2.5, y:0.0, Sigma = 0
Node x:2.5, y:0.0, E = 1.218141508860624
Node x:2.5, y:0.0, Hx = 49.40564254161146
Node x:2.5, y:0.0, Hy = 1391.506919742382
Node x:2.5, y:0.0, Je = 0
Node x:2.5, y:0.0, Js = 0
Node x:2.5, y:0.0, Mux = 1
Node x:2.5, y:0.0, Muy = 1
Node x:2.5, y:0.0, Pe = 0
Node x:2.5, y:0.0, Ph = 0

 Nodal results 
Node x:2.5, y:0.5, Vector potential = 3.126272380971115e-006
Node x:2.5, y:0.5, Bx = 0.0001361843603791111
Node x:2.5, y:0.5, By = 0.001694352188571874
Node x:2.5, y:0.5, Sigma = 0
Node x:2.5, y:0.5, E = 1.149645990716115
Node x:2.5, y:0.5, Hx = 108.372070630718
Node x:2.5, y:0.5, Hy = 1348.322630748924
Node x:2.5, y:0.5, Je = 0
Node x:2.5, y:0.5, Js = 0
Node x:2.5, y:0.5, Mux = 1
Node x:2.5, y:0.5, Muy = 1
Node x:2.5, y:0.5, Pe = 0
Node x:2.5, y:0.5, Ph = 0

 Nodal results 
Node x:2.5, y:1.0, Vector potential = 2.997726011057494e-006
Node x:2.5, y:1.0, Bx = 0.0002187539603345
Node x:2.5, y:1.0, By = 0.001612667762500719
Node x:2.5, y:1.0, Sigma = 0
Node x:2.5, y:1.0, E = 1.053824802980383
Node x:2.5, y:1.0, Hx = 174.0788705408204
Node x:2.5, y:1.0, Hy = 1283.320229834681
Node x:2.5, y:1.0, Je = 0
Node x:2.5, y:1.0, Js = 0
Node x:2.5, y:1.0, Mux = 1
Node x:2.5, y:1.0, Muy = 1
Node x:2.5, y:1.0, Pe = 0
Node x:2.5, y:1.0, Ph = 0

 Nodal results 
Node x:2.5, y:1.5, Vector potential = 2.787026414767326e-006
Node x:2.5, y:1.5, Bx = 0.0002914321723354299
Node x:2.5, y:1.5, By = 0.001493473256739139
Node x:2.5, y:1.5, Sigma = 0
Node x:2.5, y:1.5, E = 0.9212664303492031
Node x:2.5, y:1.5, Hx = 231.9143540159639
Node x:2.5, y:1.5, Hy = 1188.468255927927
Node x:2.5, y:1.5, Je = 0
Node x:2.5, y:1.5, Js = 0
Node x:2.5, y:1.5, Mux = 1
Node x:2.5, y:1.5, Muy = 1
Node x:2.5, y:1.5, Pe = 0
Node x:2.5, y:1.5, Ph = 0

 Nodal results 
Node x:2.5, y:2.0, Vector potential = 2.537453707098516e-006
Node x:2.5, y:2.0, Bx = 0.0003435827003540457
Node x:2.5, y:2.0, By = 0.001348404811393273
Node x:2.5, y:2.0, Sigma = 0
Node x:2.5, y:2.0, E = 0.7704072507453437
Node x:2.5, y:2.0, Hx = 273.4144256110393
Node x:2.5, y:2.0, Hy = 1073.026455110671
Node x:2.5, y:2.0, Je = 0
Node x:2.5, y:2.0, Js = 0
Node x:2.5, y:2.0, Mux = 1
Node x:2.5, y:2.0, Muy = 1
Node x:2.5, y:2.0, Pe = 0
Node x:2.5, y:2.0, Ph = 0

 Nodal results 
Node x:2.5, y:2.5, Vector potential = 2.274161275665585e-006
Node x:2.5, y:2.5, Bx = 0.0003882071779036995
Node x:2.5, y:2.5, By = 0.001182843260784665
Node x:2.5, y:2.5, Sigma = 0
Node x:2.5, y:2.5, E = 0.6166549754583562
Node x:2.5, y:2.5, Hx = 308.9254565356429
Node x:2.5, y:2.5, Hy = 941.2767592840762
Node x:2.5, y:2.5, Je = 0
Node x:2.5, y:2.5, Js = 0
Node x:2.5, y:2.5, Mux = 1
Node x:2.5, y:2.5, Muy = 1
Node x:2.5, y:2.5, Pe = 0
Node x:2.5, y:2.5, Ph = 0

 Nodal results 
Node x:2.5, y:3.0, Vector potential = 1.895044966085625e-006
Node x:2.5, y:3.0, Bx = 0.0003984340424513352
Node x:2.5, y:3.0, By = 0.0009854699499559953
Node x:2.5, y:3.0, Sigma = 0
Node x:2.5, y:3.0, E = 0.4495732073822828
Node x:2.5, y:3.0, Hx = 317.0637367610803
Node x:2.5, y:3.0, Hy = 784.2120690200968
Node x:2.5, y:3.0, Je = 0
Node x:2.5, y:3.0, Js = 0
Node x:2.5, y:3.0, Mux = 1
Node x:2.5, y:3.0, Muy = 1
Node x:2.5, y:3.0, Pe = 0
Node x:2.5, y:3.0, Ph = 0

 Nodal results 
Node x:2.5, y:3.5, Vector potential = 1.597189384065556e-006
Node x:2.5, y:3.5, Bx = 0.0004194139259911837
Node x:2.5, y:3.5, By = 0.0008101671086400302
Node x:2.5, y:3.5, Sigma = 0
Node x:2.5, y:3.5, E = 0.3311532067526591
Node x:2.5, y:3.5, Hx = 333.7589976153762
Node x:2.5, y:3.5, Hy = 644.7105003526469
Node x:2.5, y:3.5, Je = 0
Node x:2.5, y:3.5, Js = 0
Node x:2.5, y:3.5, Mux = 1
Node x:2.5, y:3.5, Muy = 1
Node x:2.5, y:3.5, Pe = 0
Node x:2.5, y:3.5, Ph = 0

 Nodal results 
Node x:2.5, y:4.0, Vector potential = 1.28428342744327e-006
Node x:2.5, y:4.0, Bx = 0.0004226863157379476
Node x:2.5, y:4.0, By = 0.0006335122963031717
Node x:2.5, y:4.0, Sigma = 0
Node x:2.5, y:4.0, E = 0.2307752846381473
Node x:2.5, y:4.0, Hx = 336.3630826349798
Node x:2.5, y:4.0, Hy = 504.1330673307361
Node x:2.5, y:4.0, Je = 0
Node x:2.5, y:4.0, Js = 0
Node x:2.5, y:4.0, Mux = 1
Node x:2.5, y:4.0, Muy = 1
Node x:2.5, y:4.0, Pe = 0
Node x:2.5, y:4.0, Ph = 0

 Nodal results 
Node x:2.5, y:4.5, Vector potential = 9.249577192543036e-007
Node x:2.5, y:4.5, Bx = 0.0004033675925738279
Node x:2.5, y:4.5, By = 0.0004589848973734095
Node x:2.5, y:4.5, Sigma = 0
Node x:2.5, y:4.5, E = 0.1485602176689921
Node x:2.5, y:4.5, Hx = 320.989731206012
Node x:2.5, y:4.5, Hy = 365.248576107522
Node x:2.5, y:4.5, Je = 0
Node x:2.5, y:4.5, Js = 0
Node x:2.5, y:4.5, Mux = 1
Node x:2.5, y:4.5, Muy = 1
Node x:2.5, y:4.5, Pe = 0
Node x:2.5, y:4.5, Ph = 0

 Nodal results 
Node x:2.5, y:5.0, Vector potential = 5.998989901124553e-007
Node x:2.5, y:5.0, Bx = 0.0003923784153397549
Node x:2.5, y:5.0, By = 0.0002993690083397147
Node x:2.5, y:5.0, Sigma = 0
Node x:2.5, y:5.0, E = 0.0969184466438176
Node x:2.5, y:5.0, Hx = 312.2448218194338
Node x:2.5, y:5.0, Hy = 238.2302874289222
Node x:2.5, y:5.0, Je = 0
Node x:2.5, y:5.0, Js = 0
Node x:2.5, y:5.0, Mux = 1
Node x:2.5, y:5.0, Muy = 1
Node x:2.5, y:5.0, Pe = 0
Node x:2.5, y:5.0, Ph = 0

 Nodal results 
Node x:3.0, y:0.0, Vector potential = 4.773724734130296e-006
Node x:3.0, y:0.0, Bx = 7.421177705740147e-005
Node x:3.0, y:0.0, By = 0.001836513233775006
Node x:3.0, y:0.0, Sigma = 0
Node x:3.0, y:0.0, E = 1.344178183724937
Node x:3.0, y:0.0, Hx = 59.05585577159577
Node x:3.0, y:0.0, Hy = 1461.450796044869
Node x:3.0, y:0.0, Je = 0
Node x:3.0, y:0.0, Js = 0
Node x:3.0, y:0.0, Mux = 1
Node x:3.0, y:0.0, Muy = 1
Node x:3.0, y:0.0, Pe = 0
Node x:3.0, y:0.0, Ph = 0

 Nodal results 
Node x:3.0, y:0.5, Vector potential = 4.629931352003522e-006
Node x:3.0, y:0.5, Bx = 0.0001827665077689748
Node x:3.0, y:0.5, By = 0.001782081541722722
Node x:3.0, y:0.5, Sigma = 0
Node x:3.0, y:0.5, E = 1.27690735702313
Node x:3.0, y:0.5, Hx = 145.4409657153781
Node x:3.0, y:0.5, Hy = 1418.135431789985
Node x:3.0, y:0.5, Je = 0
Node x:3.0, y:0.5, Js = 0
Node x:3.0, y:0.5, Mux = 1
Node x:3.0, y:0.5, Muy = 1
Node x:3.0, y:0.5, Pe = 0
Node x:3.0, y:0.5, Ph = 0

 Nodal results 
Node x:3.0, y:1.0, Vector potential = 4.412231372294208e-006
Node x:3.0, y:1.0, Bx = 0.0002731051663499592
Node x:3.0, y:1.0, By = 0.001686547704209648
Node x:3.0, y:1.0, Sigma = 0
Node x:3.0, y:1.0, E = 1.161444970883794
Node x:3.0, y:1.0, Hx = 217.3301860426519
Node x:3.0, y:1.0, Hy = 1342.112019426266
Node x:3.0, y:1.0, Je = 0
Node x:3.0, y:1.0, Js = 0
Node x:3.0, y:1.0, Mux = 1
Node x:3.0, y:1.0, Muy = 1
Node x:3.0, y:1.0, Pe = 0
Node x:3.0, y:1.0, Ph = 0

 Nodal results 
Node x:3.0, y:1.5, Vector potential = 4.110486402308513e-006
Node x:3.0, y:1.5, Bx = 0.0003668781164995749
Node x:3.0, y:1.5, By = 0.001575165994799207
Node x:3.0, y:1.5, Sigma = 0
Node x:3.0, y:1.5, E = 1.04077284675542
Node x:3.0, y:1.5, Hx = 291.952328765758
Node x:3.0, y:1.5, Hy = 1253.477271312782
Node x:3.0, y:1.5, Je = 0
Node x:3.0, y:1.5, Js = 0
Node x:3.0, y:1.5, Mux = 1
Node x:3.0, y:1.5, Muy = 1
Node x:3.0, y:1.5, Pe = 0
Node x:3.0, y:1.5, Ph = 0

 Nodal results 
Node x:3.0, y:2.0, Vector potential = 3.748137532329425e-006
Node x:3.0, y:2.0, Bx = 0.000433787938494369
Node x:3.0, y:2.0, By = 0.001411887694407245
Node x:3.0, y:2.0, Sigma = 0
Node x:3.0, y:2.0, E = 0.8680305969604944
Node x:3.0, y:2.0, Hx = 345.1974733251094
Node x:3.0, y:2.0, Hy = 1123.544528277662
Node x:3.0, y:2.0, Je = 0
Node x:3.0, y:2.0, Js = 0
Node x:3.0, y:2.0, Mux = 1
Node x:3.0, y:2.0, Muy = 1
Node x:3.0, y:2.0, Pe = 0
Node x:3.0, y:2.0, Ph = 0

 Nodal results 
Node x:3.0, y:2.5, Vector potential = 3.246767361948015e-006
Node x:3.0, y:2.5, Bx = 0.0004895524083728004
Node x:3.0, y:2.5, By = 0.001214082595427544
Node x:3.0, y:2.5, Sigma = 0
Node x:3.0, y:2.5, E = 0.6818428970674916
Node x:3.0, y:2.5, Hx = 389.5734284753668
Node x:3.0, y:2.5, Hy = 966.1362319206567
Node x:3.0, y:2.5, Je = 0
Node x:3.0, y:2.5, Js = 0
Node x:3.0, y:2.5, Mux = 1
Node x:3.0, y:2.5, Muy = 1
Node x:3.0, y:2.5, Pe = 0
Node x:3.0, y:2.5, Ph = 0

 Nodal results 
Node x:3.0, y:3.0, Vector potential = 2.761114282119975e-006
Node x:3.0, y:3.0, Bx = 0.0005103292029439124
Node x:3.0, y:3.0, By = 0.001019446922806091
Node x:3.0, y:3.0, Sigma = 0
Node x:3.0, y:3.0, E = 0.5171373516196647
Node x:3.0, y:3.0, Hx = 406.1070762633535
Node x:3.0, y:3.0, Hy = 811.2500849220559
Node x:3.0, y:3.0, Je = 0
Node x:3.0, y:3.0, Js = 0
Node x:3.0, y:3.0, Mux = 1
Node x:3.0, y:3.0, Muy = 1
Node x:3.0, y:3.0, Pe = 0
Node x:3.0, y:3.0, Ph = 0

 Nodal results 
Node x:3.0, y:3.5, Vector potential = 2.335045073884065e-006
Node x:3.0, y:3.5, Bx = 0.0005261686565114876
Node x:3.0, y:3.5, By = 0.0008296374398149438
Node x:3.0, y:3.5, Sigma = 0
Node x:3.0, y:3.5, E = 0.3840216742990818
Node x:3.0, y:3.5, Hx = 418.7117129191241
Node x:3.0, y:3.5, Hy = 660.2044976032656
Node x:3.0, y:3.5, Je = 0
Node x:3.0, y:3.5, Js = 0
Node x:3.0, y:3.5, Mux = 1
Node x:3.0, y:3.5, Muy = 1
Node x:3.0, y:3.5, Pe = 0
Node x:3.0, y:3.5, Ph = 0

 Nodal results 
Node x:3.0, y:4.0, Vector potential = 1.790159840699876e-006
Node x:3.0, y:4.0, Bx = 0.0005105972640979064
Node x:3.0, y:4.0, By = 0.000628198739019886
Node x:3.0, y:4.0, Sigma = 0
Node x:3.0, y:4.0, E = 0.2607527829322506
Node x:3.0, y:4.0, Hx = 406.3203925518987
Node x:3.0, y:4.0, Hy = 499.9046727955518
Node x:3.0, y:4.0, Je = 0
Node x:3.0, y:4.0, Js = 0
Node x:3.0, y:4.0, Mux = 1
Node x:3.0, y:4.0, Muy = 1
Node x:3.0, y:4.0, Pe = 0
Node x:3.0, y:4.0, Ph = 0

 Nodal results 
Node x:3.0, y:4.5, Vector potential = 1.330819794812923e-006
Node x:3.0, y:4.5, Bx = 0.0004888337551559423
Node x:3.0, y:4.5, By = 0.0004546499801426888
Node x:3.0, y:4.5, Sigma = 0
Node x:3.0, y:4.5, E = 0.1773244870377929
Node x:3.0, y:4.5, Hx = 389.0015424162074
Node x:3.0, y:4.5, Hy = 361.7989585817049
Node x:3.0, y:4.5, Je = 0
Node x:3.0, y:4.5, Js = 0
Node x:3.0, y:4.5, Mux = 1
Node x:3.0, y:4.5, Muy = 1
Node x:3.0, y:4.5, Pe = 0
Node x:3.0, y:4.5, Ph = 0

 Nodal results 
Node x:3.0, y:5.0, Vector potential = 8.852577850849502e-007
Node x:3.0, y:5.0, Bx = 0.0004776617043634693
Node x:3.0, y:5.0, By = 0.000306924195326854
Node x:3.0, y:5.0, Sigma = 0
Node x:3.0, y:5.0, E = 0.1282642281471858
Node x:3.0, y:5.0, Hx = 380.1111068757285
Node x:3.0, y:5.0, Hy = 244.2425142038561
Node x:3.0, y:5.0, Je = 0
Node x:3.0, y:5.0, Js = 0
Node x:3.0, y:5.0, Mux = 1
Node x:3.0, y:5.0, Muy = 1
Node x:3.0, y:5.0, Pe = 0
Node x:3.0, y:5.0, Ph = 0

 Nodal results 
Node x:3.5, y:0.0, Vector potential = 6.694674013149016e-006
Node x:3.5, y:0.0, Bx = 8.225115630473577e-005
Node x:3.5, y:0.0, By = 0.001939821236103165
Node x:3.5, y:0.0, Sigma = 0
Node x:3.5, y:0.0, E = 1.49990470456235
Node x:3.5, y:0.0, Hx = 65.45339050461405
Node x:3.5, y:0.0, Hy = 1543.660692202247
Node x:3.5, y:0.0, Je = 0
Node x:3.5, y:0.0, Js = 0
Node x:3.5, y:0.0, Mux = 1
Node x:3.5, y:0.0, Muy = 1
Node x:3.5, y:0.0, Pe = 0
Node x:3.5, y:0.0, Ph = 0

 Nodal results 
Node x:3.5, y:0.5, Vector potential = 6.534517177936296e-006
Node x:3.5, y:0.5, Bx = 0.0002061740937989531
Node x:3.5, y:0.5, By = 0.001900300570856866
Node x:3.5, y:0.5, Sigma = 0
Node x:3.5, y:0.5, E = 1.453741151155389
Node x:3.5, y:0.5, Hx = 164.0681308279774
Node x:3.5, y:0.5, Hy = 1512.211146061104
Node x:3.5, y:0.5, Je = 0
Node x:3.5, y:0.5, Js = 0
Node x:3.5, y:0.5, Mux = 1
Node x:3.5, y:0.5, Muy = 1
Node x:3.5, y:0.5, Pe = 0
Node x:3.5, y:0.5, Ph = 0

 Nodal results 
Node x:3.5, y:1.0, Vector potential = 6.228600388971031e-006
Node x:3.5, y:1.0, Bx = 0.0003401865144186598
Node x:3.5, y:1.0, By = 0.00182506324736999
Node x:3.5, y:1.0, Sigma = 0
Node x:3.5, y:1.0, E = 1.371351692251824
Node x:3.5, y:1.0, Hx = 270.7118267146602
Node x:3.5, y:1.0, Hy = 1452.339186371402
Node x:3.5, y:1.0, Je = 0
Node x:3.5, y:1.0, Js = 0
Node x:3.5, y:1.0, Mux = 1
Node x:3.5, y:1.0, Muy = 1
Node x:3.5, y:1.0, Pe = 0
Node x:3.5, y:1.0, Ph = 0

 Nodal results 
Node x:3.5, y:1.5, Vector potential = 5.820027434333676e-006
Node x:3.5, y:1.5, Bx = 0.0004823583312953978
Node x:3.5, y:1.5, By = 0.00169784752516775
Node x:3.5, y:1.5, Sigma = 0
Node x:3.5, y:1.5, E = 1.239560679090796
Node x:3.5, y:1.5, Hx = 383.8485638361032
Node x:3.5, y:1.5, Hy = 1351.104131233943
Node x:3.5, y:1.5, Je = 0
Node x:3.5, y:1.5, Js = 0
Node x:3.5, y:1.5, Mux = 1
Node x:3.5, y:1.5, Muy = 1
Node x:3.5, y:1.5, Pe = 0
Node x:3.5, y:1.5, Ph = 0

 Nodal results 
Node x:3.5, y:2.0, Vector potential = 5.169167646826609e-006
Node x:3.5, y:2.0, Bx = 0.0005771329646809458
Node x:3.5, y:2.0, By = 0.001479020016695576
Node x:3.5, y:2.0, Sigma = 0
Node x:3.5, y:2.0, E = 1.002907977991439
Node x:3.5, y:2.0, Hx = 459.2678207512638
Node x:3.5, y:2.0, Hy = 1176.966732944792
Node x:3.5, y:2.0, Je = 0
Node x:3.5, y:2.0, Js = 0
Node x:3.5, y:2.0, Mux = 1
Node x:3.5, y:2.0, Muy = 1
Node x:3.5, y:2.0, Pe = 0
Node x:3.5, y:2.0, Ph = 0

 Nodal results 
Node x:3.5, y:2.5, Vector potential = 4.572306282706161e-006
Node x:3.5, y:2.5, Bx = 0.0006241219380256839
Node x:3.5, y:2.5, By = 0.001275094926823977
Node x:3.5, y:2.5, Sigma = 0
Node x:3.5, y:2.5, E = 0.8019002971447673
Node x:3.5, y:2.5, Hx = 496.6604576444057
Node x:3.5, y:2.5, Hy = 1014.688302577173
Node x:3.5, y:2.5, Je = 0
Node x:3.5, y:2.5, Js = 0
Node x:3.5, y:2.5, Mux = 1
Node x:3.5, y:2.5, Muy = 1
Node x:3.5, y:2.5, Pe = 0
Node x:3.5, y:2.5, Ph = 0

 Nodal results 
Node x:3.5, y:3.0, Vector potential = 3.893631016772704e-006
Node x:3.5, y:3.0, Bx = 0.0006567366273321258
Node x:3.5, y:3.0, By = 0.001053311745110574
Node x:3.5, y:3.0, Sigma = 0
Node x:3.5, y:3.0, E = 0.6130523590904094
Node x:3.5, y:3.0, Hx = 522.6144027470388
Node x:3.5, y:3.0, Hy = 838.1988542554917
Node x:3.5, y:3.0, Je = 0
Node x:3.5, y:3.0, Js = 0
Node x:3.5, y:3.0, Mux = 1
Node x:3.5, y:3.0, Muy = 1
Node x:3.5, y:3.0, Pe = 0
Node x:3.5, y:3.0, Ph = 0

 Nodal results 
Node x:3.5, y:3.5, Vector potential = 3.094912270615881e-006
Node x:3.5, y:3.5, Bx = 0.0006254398000460758
Node x:3.5, y:3.5, By = 0.0008246811492274445
Node x:3.5, y:3.5, Sigma = 0
Node x:3.5, y:3.5, E = 0.4262463579375356
Node x:3.5, y:3.5, Hx = 497.709178918698
Node x:3.5, y:3.5, Hy = 656.2604068712639
Node x:3.5, y:3.5, Je = 0
Node x:3.5, y:3.5, Js = 0
Node x:3.5, y:3.5, Mux = 1
Node x:3.5, y:3.5, Muy = 1
Node x:3.5, y:3.5, Pe = 0
Node x:3.5, y:3.5, Ph = 0

 Nodal results 
Node x:3.5, y:4.0, Vector potential = 2.452543457360915e-006
Node x:3.5, y:4.0, Bx = 0.0006050520846414206
Node x:3.5, y:4.0, By = 0.0006163005312492265
Node x:3.5, y:4.0, Sigma = 0
Node x:3.5, y:4.0, E = 0.2967898977508574
Node x:3.5, y:4.0, Hx = 481.4851504936897
Node x:3.5, y:4.0, Hy = 490.4363798923775
Node x:3.5, y:4.0, Je = 0
Node x:3.5, y:4.0, Js = 0
Node x:3.5, y:4.0, Mux = 1
Node x:3.5, y:4.0, Muy = 1
Node x:3.5, y:4.0, Pe = 0
Node x:3.5, y:4.0, Ph = 0

 Nodal results 
Node x:3.5, y:4.5, Vector potential = 1.838076252591672e-006
Node x:3.5, y:4.5, Bx = 0.0005800970302370619
Node x:3.5, y:4.5, By = 0.0004522953771176179
Node x:3.5, y:4.5, Sigma = 0
Node x:3.5, y:4.5, E = 0.2152903528221381
Node x:3.5, y:4.5, Hx = 461.6265491757854
Node x:3.5, y:4.5, Hy = 359.925225029409
Node x:3.5, y:4.5, Je = 0
Node x:3.5, y:4.5, Js = 0
Node x:3.5, y:4.5, Mux = 1
Node x:3.5, y:4.5, Muy = 1
Node x:3.5, y:4.5, Pe = 0
Node x:3.5, y:4.5, Ph = 0

 Nodal results 
Node x:3.5, y:5.0, Vector potential = 1.195469490472298e-006
Node x:3.5, y:5.0, Bx = 0.0005574154549604614
Node x:3.5, y:5.0, By = 0.0002920628323026075
Node x:3.5, y:5.0, Sigma = 0
